ID	ImageURL	StationName	Latitude	Longitude	Added	Modified	Last Seen
C1261302	https://weathercam.digitraffic.fi/C1261302.jpg	vt4_Oulu_Ouluntulli	25.5387	64.940686			
C1261400	https://weathercam.digitraffic.fi/C1261400.jpg	vt4_Oulu_Kaakkuri	25.517196	64.959079			
C1261501	https://weathercam.digitraffic.fi/C1261501.jpg	vt4_Oulu_Linnanmaa	25.44914	65.055091			
C1261502	https://weathercam.digitraffic.fi/C1261502.jpg	vt4_Oulu_Linnanmaa	25.44914	65.055091			
C1261701	https://weathercam.digitraffic.fi/C1261701.jpg	vt4_Kempele_Zatelliitti	25.534802	64.920607			
C1261702	https://weathercam.digitraffic.fi/C1261702.jpg	vt4_Kempele_Zatelliitti	25.534802	64.920607			
C1261801	https://weathercam.digitraffic.fi/C1261801.jpg	st950_Kuusamo_Käylä	29.145949	66.305897			
C1261802	https://weathercam.digitraffic.fi/C1261802.jpg	st950_Kuusamo_Käylä	29.145949	66.305897			
C1261809	https://weathercam.digitraffic.fi/C1261809.jpg	st950_Kuusamo_Käylä	29.145949	66.305897			
C1261901	https://weathercam.digitraffic.fi/C1261901.jpg	vt4_Kempele_Zeppelin	25.536309	64.905778			
C1261902	https://weathercam.digitraffic.fi/C1261902.jpg	vt4_Kempele_Zeppelin	25.536309	64.905778			
C1262001	https://weathercam.digitraffic.fi/C1262001.jpg	vt4_Oulu_Kello	25.428522	65.106688			
C1262002	https://weathercam.digitraffic.fi/C1262002.jpg	vt4_Oulu_Kello	25.428522	65.106688			
C1262100	https://weathercam.digitraffic.fi/C1262100.jpg	vt4_Oulu_Asemakylä	25.424183	65.20042			
C1262200	https://weathercam.digitraffic.fi/C1262200.jpg	vt4_Ii_Räinänperä	25.363521	65.264579			
C1262301	https://weathercam.digitraffic.fi/C1262301.jpg	vt4_Oulu_Haukipudas	25.427103	65.161671			
C1262302	https://weathercam.digitraffic.fi/C1262302.jpg	vt4_Oulu_Haukipudas	25.427103	65.161671			
C1262401	https://weathercam.digitraffic.fi/C1262401.jpg	vt5_Suomussalmi_Raiskio_K	28.843601	64.786713			
C1262501	https://weathercam.digitraffic.fi/C1262501.jpg	vt5_Kajaani_Hatulanmäki_K	27.405381	63.995691			
C1262601	https://weathercam.digitraffic.fi/C1262601.jpg	yt9111_Kuhmo_Saunajärvi	29.976146	63.930677			
C1262602	https://weathercam.digitraffic.fi/C1262602.jpg	yt9111_Kuhmo_Saunajärvi	29.976146	63.930677			
C1262607	https://weathercam.digitraffic.fi/C1262607.jpg	yt9111_Kuhmo_Saunajärvi	29.976146	63.930677			
C1262608	https://weathercam.digitraffic.fi/C1262608.jpg	yt9111_Kuhmo_Saunajärvi	29.976146	63.930677			
C1262609	https://weathercam.digitraffic.fi/C1262609.jpg	yt9111_Kuhmo_Saunajärvi	29.976146	63.930677			
C1262701	https://weathercam.digitraffic.fi/C1262701.jpg	st833_Oulu_Vesala	26.058409	65.031926			
C1262702	https://weathercam.digitraffic.fi/C1262702.jpg	st833_Oulu_Vesala	26.058409	65.031926			
C1262708	https://weathercam.digitraffic.fi/C1262708.jpg	st833_Oulu_Vesala	26.058409	65.031926			
C1262709	https://weathercam.digitraffic.fi/C1262709.jpg	st833_Oulu_Vesala	26.058409	65.031926			
C1262802	https://weathercam.digitraffic.fi/C1262802.jpg	 vt22_Muhos_Kosulankylä_K	25.84053	64.884172			
C1262901	https://weathercam.digitraffic.fi/C1262901.jpg	TEST_vt20_Oulu_Arkala_B5100i	26.192121	65.189479			
C1262902	https://weathercam.digitraffic.fi/C1262902.jpg	TEST_vt20_Oulu_Arkala_B5100i	26.192121	65.189479			
C1262906	https://weathercam.digitraffic.fi/C1262906.jpg	TEST_vt20_Oulu_Arkala_B5100i	26.192121	65.189479			
C1262907	https://weathercam.digitraffic.fi/C1262907.jpg	TEST_vt20_Oulu_Arkala_B5100i	26.192121	65.189479			
C1262909	https://weathercam.digitraffic.fi/C1262909.jpg	TEST_vt20_Oulu_Arkala_B5100i	26.192121	65.189479			
C1264301	https://weathercam.digitraffic.fi/C1264301.jpg	st843_Suomussalmi_Juntusranta	29.490855	65.218567			
C1264302	https://weathercam.digitraffic.fi/C1264302.jpg	st843_Suomussalmi_Juntusranta	29.490855	65.218567			
C1264303	https://weathercam.digitraffic.fi/C1264303.jpg	st843_Suomussalmi_Juntusranta	29.490855	65.218567			
C1264309	https://weathercam.digitraffic.fi/C1264309.jpg	st843_Suomussalmi_Juntusranta	29.490855	65.218567			
C1264401	https://weathercam.digitraffic.fi/C1264401.jpg	st849_Ii_Oijärvi	25.97351	65.636699			
C1264402	https://weathercam.digitraffic.fi/C1264402.jpg	st849_Ii_Oijärvi	25.97351	65.636699			
C1264403	https://weathercam.digitraffic.fi/C1264403.jpg	st849_Ii_Oijärvi	25.97351	65.636699			
C1264409	https://weathercam.digitraffic.fi/C1264409.jpg	st849_Ii_Oijärvi	25.97351	65.636699			
C1450101	https://weathercam.digitraffic.fi/C1450101.jpg	st940_Kolari_Äkäslompolo	24.138744	67.612095			
C1450102	https://weathercam.digitraffic.fi/C1450102.jpg	st940_Kolari_Äkäslompolo	24.138744	67.612095			
C1450107	https://weathercam.digitraffic.fi/C1450107.jpg	st940_Kolari_Äkäslompolo	24.138744	67.612095			
C1450108	https://weathercam.digitraffic.fi/C1450108.jpg	st940_Kolari_Äkäslompolo	24.138744	67.612095			
C1450109	https://weathercam.digitraffic.fi/C1450109.jpg	st940_Kolari_Äkäslompolo	24.138744	67.612095			
C1450201	https://weathercam.digitraffic.fi/C1450201.jpg	vt4_Rovaniemi_Petäjäskoski	25.340398	66.285017			
C1450202	https://weathercam.digitraffic.fi/C1450202.jpg	vt4_Rovaniemi_Petäjäskoski	25.340398	66.285017			
C1450208	https://weathercam.digitraffic.fi/C1450208.jpg	vt4_Rovaniemi_Petäjäskoski	25.340398	66.285017			
C1450209	https://weathercam.digitraffic.fi/C1450209.jpg	vt4_Rovaniemi_Petäjäskoski	25.340398	66.285017			
C1450301	https://weathercam.digitraffic.fi/C1450301.jpg	kt82_Joutsijärvi_Kemijärvi	27.988906	66.687524			
C1450302	https://weathercam.digitraffic.fi/C1450302.jpg	kt82_Joutsijärvi_Kemijärvi	27.988906	66.687524			
C1450307	https://weathercam.digitraffic.fi/C1450307.jpg	kt82_Joutsijärvi_Kemijärvi	27.988906	66.687524			
C1450308	https://weathercam.digitraffic.fi/C1450308.jpg	kt82_Joutsijärvi_Kemijärvi	27.988906	66.687524			
C1450309	https://weathercam.digitraffic.fi/C1450309.jpg	kt82_Joutsijärvi_Kemijärvi	27.988906	66.687524			
C1450401	https://weathercam.digitraffic.fi/C1450401.jpg	vt4_Inari_Saariselkä	27.423716	68.450884			
C1450402	https://weathercam.digitraffic.fi/C1450402.jpg	vt4_Inari_Saariselkä	27.423716	68.450884			
C1450403	https://weathercam.digitraffic.fi/C1450403.jpg	vt4_Inari_Saariselkä	27.423716	68.450884			
C1450404	https://weathercam.digitraffic.fi/C1450404.jpg	vt4_Inari_Saariselkä	27.423716	68.450884			
C1450405	https://weathercam.digitraffic.fi/C1450405.jpg	vt4_Inari_Saariselkä	27.423716	68.450884			
C1450409	https://weathercam.digitraffic.fi/C1450409.jpg	vt4_Inari_Saariselkä	27.423716	68.450884			
C1450501	https://weathercam.digitraffic.fi/C1450501.jpg	kt80_Kittilä_Tepsa	25.671369	67.561094			
C1450502	https://weathercam.digitraffic.fi/C1450502.jpg	kt80_Kittilä_Tepsa	25.671369	67.561094			
